284.00,-6.00,289.44,-3.00
417.00,-14.00,3.44,27.00
343.00,-39.00,66.44,-16.00
329.00,59.00,93.44,-3.00
229.00,-33.00,352.44,-27.00
338.00,-6.00,43.44,-17.00
420.00,58.00,58.44,26.00
402.00,-4.00,256.44,-29.00
503.00,25.00,359.44,-18.00
574.00,-23.00,345.44,-27.00
580.00,9.00,101.44,-25.00
371.00,-10.00,73.44,-6.00
547.00,43.00,7.44,7.00
237.00,40.00,110.44,-11.00
393.00,35.00,63.44,29.00
514.00,-5.00,349.44,8.00
259.00,31.00,184.65,-11.00
555.00,65.00,37.65,-4.00
531.00,-18.00,33.65,4.00
476.00,20.00,170.65,16.00
580.00,-5.00,48.65,26.00
521.00,-36.00,69.65,-1.00
500.00,28.00,29.65,30.00
481.00,33.00,97.65,26.00
531.00,-2.00,93.65,13.00
269.00,6.00,143.65,-16.00
369.00,61.00,2.65,-1.00
307.00,56.00,333.65,-21.00
507.00,40.00,121.65,-26.00
351.00,-17.00,316.65,26.00
453.00,-2.00,303.65,23.00
322.00,33.00,228.65,-23.00
293.00,18.00,45.65,-11.00
285.00,11.00,63.65,-30.00
461.00,-22.00,213.65,24.00
394.00,11.00,80.65,-10.00
227.00,9.00,101.65,14.00
491.00,18.00,153.65,1.00
559.00,40.00,81.65,8.00
358.00,-45.00,2.65,-6.00
331.00,-42.00,307.65,7.00
367.00,50.00,296.81,12.00
212.00,-37.00,182.81,-24.00
263.00,55.00,291.81,-20.00
578.00,-20.00,77.81,29.00
256.00,61.00,91.81,29.00
453.00,-38.00,96.81,28.00
373.00,-45.00,247.81,-5.00
341.00,18.00,70.81,11.00
411.00,6.00,254.81,20.00
406.00,42.00,357.81,28.00
539.00,-16.00,82.81,-24.00
204.00,-35.00,19.81,13.00
560.00,-44.00,41.81,27.00
247.00,58.00,32.81,-15.00
245.00,-29.00,100.81,2.00
586.00,-43.00,4.81,-23.00
404.00,60.00,20.81,26.00
372.00,11.00,285.81,-13.00
233.00,30.00,251.81,7.00
434.00,-30.00,148.81,-6.00
379.00,-17.00,266.81,26.00
588.00,4.00,4.81,28.00
579.00,12.00,38.81,30.00
538.00,24.00,257.81,15.00
570.00,51.00,214.81,-19.00
544.00,-13.00,130.41,10.00
1389.00,5.00,222.02,22.00
540.00,-9.00,212.02,17.00
240.00,-17.00,260.02,-12.00
314.00,36.00,200.02,-10.00
1382.00,7.00,260.02,8.00
1348.00,-14.00,230.02,-10.00
655.00,61.00,200.02,29.00
961.00,36.00,223.02,6.00
464.00,31.00,239.02,-14.00
279.00,-9.00,37.02,-18.00
1007.00,-24.00,352.02,-15.00
289.00,-40.00,238.02,-19.00
1340.00,7.00,210.02,-27.00
1317.00,54.00,245.02,-24.00
572.00,-13.00,251.02,25.00
501.00,16.00,207.02,25.00
1418.00,-22.00,227.02,28.00
212.00,-14.00,207.02,-8.00
952.00,43.00,357.02,13.00
542.00,-39.00,151.02,26.00
536.00,-33.00,173.02,-4.00
872.00,-34.00,230.02,-22.00
464.00,-25.00,271.02,-28.00
1013.00,21.00,261.02,2.00
427.00,56.00,14.02,29.00
843.00,15.00,157.87,26.00
1252.00,-44.00,171.87,-8.00
1490.00,-33.00,261.87,-19.00
898.00,53.00,215.87,-6.00
292.00,17.00,254.87,26.00
1029.00,-15.00,244.87,-7.00
1457.00,50.00,231.87,-7.00
499.00,-24.00,223.87,-30.00
891.00,-2.00,179.87,4.00
495.00,29.00,253.87,-30.00
882.00,42.00,268.87,-17.00
497.00,-16.00,173.87,-28.00
1450.00,46.00,204.87,26.00
1175.00,30.00,131.87,29.00
769.00,-35.00,178.87,-27.00
1142.00,-10.00,189.87,-29.00
1222.00,17.00,223.87,7.00
343.00,58.00,224.87,5.00
669.00,55.00,340.87,-2.00
227.00,-17.00,231.87,28.00
932.00,-43.00,182.87,7.00
1342.00,43.00,270.87,1.00
939.00,-26.00,267.87,-30.00
655.00,27.00,203.87,-30.00
625.00,9.00,191.87,-13.00
618.00,43.00,197.35,9.00
856.00,57.00,274.35,-26.00
355.00,-7.00,277.35,8.00
867.00,-31.00,267.35,-4.00
1039.00,3.00,30.35,26.00
1432.00,-8.00,256.35,-28.00
1130.00,-39.00,240.35,25.00
373.00,-44.00,248.35,20.00
1078.00,3.00,221.35,-9.00
1067.00,47.00,184.35,7.00
302.00,48.00,304.35,6.00
1161.00,-12.00,32.35,-11.00
1254.00,-13.00,199.35,1.00
645.00,45.00,267.35,8.00
856.00,-45.00,220.35,-7.00
1453.00,23.00,181.35,-6.00
1028.00,33.00,94.35,4.00
200.00,46.00,267.35,8.00
861.00,5.00,226.35,6.00
289.00,26.00,107.35,18.00
408.00,-39.00,218.35,10.00
1474.00,-6.00,182.35,22.00
1279.00,17.00,21.35,9.00
1001.00,63.00,275.35,26.00
1235.00,17.00,15.35,-30.00
1025.00,63.00,298.94,-25.00
1029.00,-11.00,323.94,-19.00
1488.00,-36.00,323.94,-8.00
1484.00,33.00,328.94,-2.00
945.00,11.00,282.94,-13.00
249.00,-21.00,329.94,5.00
466.00,8.00,174.94,-12.00
454.00,9.00,334.94,13.00
455.00,21.00,336.94,-9.00
434.00,-39.00,260.94,7.00
1469.00,32.00,249.94,19.00
907.00,-8.00,301.94,29.00
1453.00,1.00,220.94,20.00
330.00,25.00,299.94,-16.00
1010.00,26.00,269.94,19.00
994.00,21.00,313.94,-26.00
1300.00,41.00,88.94,-27.00
1181.00,20.00,94.94,-11.00
381.00,-11.00,313.94,25.00
326.00,35.00,285.94,0.00
933.00,50.00,291.94,11.00
210.00,65.00,241.94,1.00
1019.00,18.00,151.94,15.00
758.00,59.00,303.94,-10.00
774.00,29.00,340.94,4.00
1452.00,14.00,289.25,-24.00
244.00,27.00,332.25,29.00
619.00,31.00,288.25,10.00
306.00,39.00,334.25,-1.00
552.00,-31.00,318.25,25.00
559.00,-4.00,101.25,23.00
1257.00,-38.00,2.25,7.00
923.00,10.00,340.25,-18.00
1000.00,-16.00,46.25,-18.00
965.00,40.00,315.25,18.00
612.00,2.00,289.25,28.00
871.00,-37.00,345.25,1.00
1230.00,16.00,111.25,23.00
1310.00,-12.00,177.25,17.00
939.00,-30.00,352.25,29.00
933.00,49.00,354.25,-5.00
497.00,-1.00,23.25,16.00
485.00,55.00,315.25,-25.00
1276.00,12.00,302.25,19.00
316.00,37.00,336.25,-24.00
1441.00,20.00,119.25,-2.00
1177.00,8.00,332.25,10.00
1008.00,33.00,203.25,-25.00
1151.00,1.00,273.25,4.00
819.00,49.00,91.25,14.00
1090.00,62.00,12.01,-14.00
939.00,-9.00,357.01,-14.00
451.00,22.00,71.01,-24.00
321.00,20.00,31.01,-26.00
652.00,-6.00,29.01,-19.00
1310.00,8.00,10.01,-22.00
564.00,37.00,317.01,-29.00
1295.00,-17.00,80.01,23.00
358.00,-11.00,85.01,14.00
250.00,-21.00,351.01,-12.00
773.00,24.00,350.01,-30.00
1359.00,-4.00,57.01,-10.00
225.00,19.00,73.01,1.00
1193.00,28.00,22.01,4.00
737.00,51.00,63.01,-3.00
1059.00,32.00,60.01,-13.00
232.00,55.00,38.01,14.00
1084.00,-3.00,132.01,17.00
1110.00,59.00,223.01,-13.00
279.00,-15.00,9.01,18.00
1109.00,50.00,69.01,13.00
1184.00,46.00,11.01,-19.00
850.00,3.00,218.01,9.00
951.00,-6.00,230.01,30.00
732.00,-44.00,78.01,7.00
309.00,19.00,228.53,30.00
248.00,-40.00,57.53,0.00
616.00,53.00,333.53,4.00
828.00,40.00,23.53,5.00
325.00,49.00,262.53,-16.00
1452.00,-38.00,82.53,-25.00
1461.00,-17.00,166.53,-8.00
765.00,49.00,12.53,-25.00
615.00,-26.00,74.53,-24.00
306.00,51.00,355.53,9.00
682.00,-31.00,6.53,-11.00
1319.00,38.00,0.53,25.00
975.00,31.00,31.53,27.00
1017.00,10.00,66.53,0.00
1185.00,-23.00,354.53,12.00
1025.00,-6.00,45.53,10.00
1425.00,-42.00,256.53,-27.00
382.00,-41.00,87.53,-8.00
543.00,32.00,73.53,24.00
455.00,41.00,24.53,-26.00
1325.00,2.00,31.53,20.00
598.00,14.00,128.53,7.00
421.00,-33.00,28.53,20.00
1288.00,-39.00,35.53,-12.00
625.00,5.00,73.53,-18.00
1374.00,-3.00,270.67,16.00
772.00,32.00,316.67,-10.00
1483.00,-4.00,107.67,-5.00
1008.00,-24.00,34.67,-1.00
424.00,18.00,1.67,-2.00
1094.00,-39.00,96.67,0.00
596.00,58.00,66.67,-21.00
207.00,-4.00,48.67,22.00
728.00,4.00,223.67,-16.00
1146.00,-13.00,39.67,25.00
1406.00,49.00,338.67,-19.00
281.00,55.00,225.67,1.00
1396.00,-16.00,116.67,11.00
1338.00,13.00,194.67,-27.00
435.00,-23.00,73.67,-4.00
1134.00,-29.00,81.67,-19.00
784.00,-11.00,65.67,-25.00
771.00,-12.00,82.67,3.00
1304.00,61.00,49.67,-25.00
745.00,37.00,93.67,7.00
226.00,46.00,61.67,-16.00
1478.00,-24.00,25.67,0.00
1402.00,25.00,77.67,20.00
396.00,23.00,8.67,17.00
1057.00,31.00,67.67,9.00
825.00,-40.00,4.97,10.00
379.00,-5.00,71.97,-1.00
669.00,-5.00,263.97,-6.00
662.00,64.00,99.97,24.00
577.00,28.00,188.97,-25.00
1397.00,23.00,130.97,29.00
518.00,54.00,68.97,25.00
1043.00,13.00,64.97,-23.00
880.00,21.00,7.97,3.00
1497.00,17.00,45.97,8.00
750.00,39.00,253.97,22.00
718.00,57.00,14.97,13.00
1404.00,43.00,61.97,30.00
784.00,16.00,6.97,27.00
400.00,11.00,177.97,18.00
1182.00,-17.00,244.97,-4.00
600.00,-12.00,244.97,-24.00
942.00,-41.00,43.97,-5.00
1452.00,-7.00,3.97,-16.00
1477.00,-31.00,86.97,-9.00
990.00,-37.00,34.97,25.00
1206.00,-32.00,94.97,19.00
982.00,62.00,223.97,17.00
766.00,7.00,283.97,-22.00
257.00,60.00,295.97,-17.00
454.00,22.00,129.05,-26.00
996.00,6.00,50.05,-29.00
1172.00,42.00,135.05,-19.00
346.00,17.00,89.05,-12.00
882.00,3.00,135.05,-23.00
975.00,46.00,94.05,25.00
1414.00,-7.00,117.05,-7.00
1396.00,46.00,71.05,-17.00
713.00,25.00,102.05,-3.00
589.00,-25.00,120.05,-28.00
1365.00,11.00,198.05,-13.00
625.00,-33.00,132.05,19.00
1079.00,-39.00,229.05,-7.00
462.00,-35.00,64.05,8.00
845.00,15.00,226.05,-14.00
508.00,46.00,69.05,-25.00
371.00,40.00,113.05,-19.00
719.00,65.00,81.05,2.00
537.00,42.00,142.05,28.00
479.00,4.00,154.05,18.00
1483.00,14.00,306.05,15.00
413.00,40.00,231.05,23.00
398.00,29.00,63.05,27.00
849.00,58.00,153.05,-28.00
977.00,50.00,63.05,25.00
835.00,-21.00,230.15,-19.00
1117.00,23.00,206.15,26.00
1212.00,-5.00,144.15,7.00
569.00,12.00,199.15,-5.00
1080.00,20.00,170.15,14.00
405.00,38.00,167.15,8.00
1001.00,-18.00,187.15,-19.00
471.00,33.00,159.15,28.00
597.00,58.00,222.15,-30.00
959.00,24.00,285.15,-19.00
956.00,-25.00,201.15,-4.00
1345.00,-10.00,280.15,1.00
1372.00,24.00,317.15,9.00
1225.00,-45.00,290.15,-12.00
1047.00,-23.00,232.15,21.00
550.00,57.00,221.15,5.00
1038.00,-23.00,237.15,2.00
1496.00,-17.00,241.15,-28.00
358.00,0.00,147.15,-9.00
203.00,-30.00,237.15,-21.00
962.00,-4.00,84.15,14.00
1401.00,45.00,194.15,-30.00
350.00,-2.00,214.15,21.00
712.00,49.00,182.15,-18.00
771.00,26.00,196.15,21.00
688.00,30.00,302.59,-29.00
1150.00,-17.00,167.59,30.00
661.00,64.00,244.59,17.00
953.00,20.00,249.59,-23.00
1152.00,5.00,160.59,-11.00
1245.00,-2.00,320.59,-26.00
204.00,-40.00,324.59,-20.00
732.00,0.00,237.59,-23.00
574.00,53.00,161.59,-30.00
886.00,43.00,190.59,24.00
276.00,2.00,221.59,-9.00
918.00,52.00,213.59,-28.00
1347.00,31.00,177.59,-28.00
241.00,-2.00,255.59,24.00
1049.00,7.00,227.59,29.00
513.00,25.00,238.59,5.00
1177.00,5.00,349.59,10.00
286.00,-42.00,231.59,-20.00
437.00,-28.00,290.59,10.00
513.00,58.00,189.59,-8.00
915.00,4.00,128.59,-13.00
773.00,-10.00,203.59,28.00
1460.00,-14.00,171.59,-20.00
1065.00,32.00,251.59,18.00
463.00,4.00,161.59,11.00
700.00,-7.00,344.13,-9.00
676.00,17.00,82.13,-8.00
1278.00,49.00,88.13,5.00
222.00,10.00,197.13,8.00
243.00,25.00,207.13,-2.00
283.00,22.00,260.13,-11.00
843.00,37.00,238.13,-20.00
1150.00,57.00,307.13,-10.00
848.00,63.00,171.13,-8.00
1316.00,-36.00,216.13,-20.00
1447.00,8.00,253.13,-15.00
553.00,32.00,234.13,21.00
626.00,-42.00,170.13,9.00
482.00,39.00,149.13,-4.00
540.00,47.00,245.13,-18.00
1225.00,39.00,174.13,-9.00
1114.00,-41.00,68.13,9.00
662.00,2.00,245.13,30.00
751.00,-17.00,252.13,30.00
208.00,39.00,209.13,13.00
1451.00,-22.00,242.13,24.00
269.00,36.00,168.13,-23.00
810.00,-43.00,224.13,-22.00
503.00,18.00,172.13,28.00
1368.00,30.00,58.13,22.00
359.00,-4.00,140.02,-8.00
1345.00,27.00,178.02,30.00
1482.00,60.00,273.02,27.00
862.00,-22.00,306.02,-27.00
744.00,-15.00,229.02,12.00
229.00,59.00,267.02,-14.00
1470.00,4.00,231.02,28.00
484.00,52.00,60.02,9.00
1351.00,34.00,135.02,-8.00
876.00,16.00,326.02,19.00
1463.00,63.00,20.02,-1.00
1467.00,-6.00,265.02,3.00
939.00,33.00,296.02,-10.00
249.00,-35.00,178.02,28.00
342.00,30.00,233.02,-27.00
1365.00,10.00,181.02,-30.00
231.00,54.00,175.02,16.00
1162.00,56.00,235.02,-11.00
266.00,-27.00,13.02,-9.00
958.00,-11.00,63.02,-26.00
549.00,-35.00,271.02,-27.00
1429.00,24.00,238.02,-7.00
1386.00,-17.00,91.02,-15.00
493.00,15.00,274.02,10.00
1106.00,-15.00,239.02,-9.00
868.00,-16.00,224.06,-8.00
412.00,51.00,249.06,-22.00
1181.00,2.00,275.06,26.00
1100.00,42.00,22.06,-7.00
1129.00,23.00,215.06,-7.00
1118.00,42.00,58.06,-9.00
1215.00,31.00,69.06,27.00
354.00,25.00,218.06,-25.00
209.00,53.00,214.06,-1.00
968.00,-20.00,253.06,-24.00
316.00,48.00,260.06,23.00
1461.00,50.00,207.06,3.00
516.00,3.00,274.06,-14.00
997.00,62.00,197.06,0.00
848.00,-6.00,286.06,-25.00
1323.00,48.00,189.06,-17.00
235.00,53.00,43.06,-27.00
378.00,-25.00,204.06,-19.00
479.00,39.00,69.06,-11.00
314.00,27.00,287.06,17.00
670.00,8.00,15.06,-21.00
1396.00,28.00,268.06,30.00
982.00,63.00,220.06,23.00
910.00,48.00,272.06,30.00
800.00,-39.00,333.06,20.00
1206.00,44.00,282.86,-25.00
1345.00,15.00,263.86,18.00
369.00,60.00,346.86,-18.00
1206.00,35.00,145.86,-22.00
239.00,-26.00,256.86,-10.00
1338.00,-33.00,336.86,9.00
594.00,18.00,264.86,12.00
900.00,13.00,27.86,-4.00
344.00,-34.00,288.86,23.00
681.00,29.00,296.86,-14.00
1013.00,-18.00,268.86,12.00
444.00,4.00,315.86,-28.00
754.00,-32.00,309.86,-18.00
624.00,2.00,281.86,8.00
273.00,-42.00,337.86,-14.00
942.00,-13.00,336.86,30.00
948.00,-12.00,64.86,27.00
822.00,47.00,342.86,29.00
1032.00,39.00,186.86,4.00
519.00,39.00,344.86,-22.00
277.00,51.00,317.86,26.00
689.00,-32.00,286.86,22.00
1094.00,-15.00,351.86,4.00
1274.00,42.00,315.86,-26.00
1192.00,62.00,353.86,-3.00
353.00,-4.00,286.91,-26.00
854.00,-21.00,48.91,18.00
1292.00,46.00,348.91,-2.00
1330.00,-8.00,349.91,29.00
1273.00,23.00,321.91,-19.00
317.00,-13.00,316.91,17.00
257.00,17.00,346.91,-22.00
443.00,-31.00,7.91,-1.00
1396.00,-19.00,306.91,-6.00
1051.00,12.00,14.91,-3.00
1068.00,-19.00,341.91,-5.00
1284.00,-21.00,43.91,26.00
1358.00,49.00,49.91,4.00
731.00,-12.00,321.91,-1.00
855.00,13.00,208.91,3.00
335.00,21.00,41.91,-6.00
1169.00,13.00,151.91,-11.00
208.00,59.00,351.91,17.00
967.00,48.00,30.91,-12.00
313.00,-4.00,337.91,-5.00
839.00,23.00,29.91,-30.00
1410.00,-28.00,336.91,-28.00
473.00,-26.00,339.91,-24.00
657.00,58.00,293.91,15.00
1026.00,28.00,1.91,-8.00
1313.00,-1.00,89.65,21.00
327.00,17.00,39.65,12.00
1033.00,-14.00,172.65,3.00
632.00,-21.00,157.65,5.00
1173.00,23.00,5.65,-24.00
1247.00,0.00,352.65,3.00
665.00,2.00,14.65,2.00
205.00,32.00,47.65,29.00
757.00,-7.00,75.65,29.00
283.00,-33.00,87.65,30.00
1307.00,-33.00,33.65,17.00
1267.00,63.00,29.65,25.00
1040.00,35.00,136.65,-20.00
1160.00,28.00,81.65,-30.00
947.00,46.00,287.65,28.00
321.00,-38.00,358.65,-15.00
245.00,39.00,39.65,1.00
951.00,36.00,293.65,13.00
212.00,60.00,5.65,-14.00
1239.00,-40.00,353.65,12.00
868.00,-34.00,192.65,-26.00
1266.00,-22.00,10.65,-29.00
728.00,43.00,56.65,-18.00
311.00,-4.00,6.65,-16.00
1053.00,38.00,271.65,-25.00
1479.00,30.00,62.96,-19.00
551.00,10.00,79.96,15.00
755.00,65.00,6.96,-29.00
343.00,-40.00,13.96,0.00
1407.00,-37.00,356.96,-15.00
889.00,-34.00,37.96,-28.00
1469.00,47.00,315.96,11.00
947.00,-37.00,201.96,-11.00
539.00,10.00,161.96,-9.00
312.00,64.00,210.96,26.00
860.00,-31.00,138.96,26.00
615.00,-36.00,232.96,-16.00
732.00,17.00,134.96,-29.00
1261.00,52.00,82.96,-8.00
1352.00,-3.00,315.96,2.00
1292.00,24.00,287.96,28.00
281.00,62.00,59.96,-25.00
555.00,-25.00,208.96,13.00
209.00,63.00,72.96,-4.00
1355.00,-30.00,129.96,-20.00
310.00,-9.00,314.96,-5.00
1330.00,65.00,82.96,-30.00
1195.00,-28.00,197.96,27.00
322.00,6.00,90.96,-29.00
1418.00,51.00,37.96,6.00
647.00,0.00,23.32,25.00
998.00,-20.00,262.32,30.00
1326.00,22.00,204.32,17.00
365.00,17.00,37.32,-8.00
960.00,65.00,79.32,-18.00
271.00,-34.00,218.32,-21.00
1385.00,65.00,76.32,25.00
1087.00,-42.00,297.32,17.00
1091.00,-4.00,359.32,28.00
973.00,34.00,173.32,-18.00
1191.00,20.00,280.32,-7.00
428.00,-10.00,125.32,-2.00
267.00,-40.00,80.32,-24.00
1475.00,-1.00,132.32,16.00
829.00,6.00,300.32,-7.00
708.00,-27.00,72.32,18.00
1451.00,-4.00,0.32,21.00
984.00,-3.00,125.32,-3.00
1315.00,54.00,135.32,19.00
912.00,9.00,83.32,20.00
345.00,-42.00,321.32,4.00
1033.00,-15.00,147.32,-21.00
1286.00,63.00,337.32,-2.00
1208.00,-40.00,245.32,20.00
1176.00,-26.00,289.32,7.00
1051.00,12.00,57.09,6.00
616.00,65.00,287.09,13.00
788.00,7.00,161.09,-9.00
1478.00,-18.00,228.09,-6.00
1409.00,8.00,65.09,-18.00
739.00,-22.00,99.09,0.00
1154.00,54.00,26.09,14.00
492.00,65.00,224.09,5.00
1394.00,45.00,81.09,18.00
1197.00,23.00,74.09,30.00
425.00,25.00,212.09,-18.00
646.00,-15.00,69.09,-3.00
1336.00,59.00,65.09,-11.00
1448.00,-7.00,86.09,19.00
394.00,-34.00,69.09,1.00
1082.00,-9.00,35.09,16.00
890.00,39.00,8.09,18.00
734.00,8.00,59.09,-8.00
652.00,42.00,230.09,-20.00
696.00,15.00,95.09,23.00
1130.00,19.00,252.09,8.00
465.00,63.00,351.09,26.00
242.00,57.00,45.09,1.00
899.00,64.00,76.09,10.00
377.00,-22.00,103.09,-8.00
971.00,39.00,213.16,-3.00
1450.00,60.00,132.16,26.00
893.00,-16.00,146.16,1.00
1449.00,-13.00,127.16,-1.00
303.00,17.00,146.16,-23.00
1340.00,26.00,91.16,-12.00
893.00,30.00,161.16,14.00
1455.00,-45.00,130.16,-12.00
277.00,-44.00,105.16,8.00
582.00,-3.00,179.16,-20.00
363.00,23.00,172.16,-7.00
718.00,31.00,130.16,4.00
588.00,7.00,344.16,-22.00
627.00,-24.00,183.16,22.00
829.00,7.00,102.16,-1.00
1103.00,0.00,150.16,13.00
362.00,57.00,274.16,16.00
1342.00,28.00,96.16,12.00
1012.00,46.00,189.16,25.00
929.00,-36.00,180.16,-15.00
652.00,45.00,153.16,20.00
827.00,37.00,279.16,11.00
1321.00,49.00,149.16,-10.00
504.00,50.00,152.16,-23.00
515.00,-29.00,176.16,-20.00
1075.00,-16.00,71.80,30.00
999.00,57.00,148.80,30.00
1488.00,59.00,150.80,22.00
1016.00,17.00,245.80,19.00
1384.00,56.00,241.80,-14.00
